TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AgeGroup,AmountGroup,Cluster
571158.3727445242,2023-11-24 18:51:32,1,18,1,3180.0,2,39740.0,5.0,21950136.0504,2024-11-04 8:09:21,0,0,0
445000.76350000006,2023-01-31 18:31:22,1,22,0,2126.0,1,47860.0,5.0,1677602.4523999998,2024-11-04 8:12:15,2,0,1
242178.31849999996,2023-02-14 16:07:01,1,3,1,4668.000000000001,2,77730.0,5.0,84346158.95839998,2024-11-04 8:08:42,1,0,2
584002.2575000001,2023-12-04 17:07:34,1,15,1,1940.0,1,10450.0,5.0,60356523.103999995,2024-11-04 8:08:45,2,0,0
540828.1325000001,2023-05-16 17:26:37,1,11,0,1382.0,3,31620.0,5.0,23594313.3552,2024-11-04 8:07:38,2,0,0
1492635.298,2023-03-20 16:58:12,1,15,1,1940.0,1,4940.0,5.0,101542033.95699999,2024-11-04 8:09:15,2,1,0
228688.803,2023-08-25 18:01:38,1,20,1,3490.0,2,27850.0,5.0,82067637.45999998,2024-11-04 8:07:34,0,0,0
340001.29150000005,2023-05-15 17:25:28,1,6,2,4730.000000000001,2,12480.0,5.0,79490986.092,2024-11-04 8:06:30,1,0,2
500589.848,2023-05-29 16:50:10,1,10,1,1382.0,3,10450.0,5.0,13434541.306999998,2024-11-04 8:06:52,2,0,2
325187.76950000005,2023-03-22 16:10:14,1,6,2,1506.0,3,5519.999999999999,5.0,26869873.968399998,2024-11-04 8:07:37,2,0,2
140517.6455,2023-05-19 16:52:53,1,32,1,1630.0,3,4070.0000000000005,5.0,11719104.417599998,2024-11-04 8:11:12,2,0,1
1520823.2045000002,2023-05-22 16:22:36,1,3,0,1196.0,3,47570.0,5.0,11460695.443799999,2024-11-04 8:10:39,2,1,2
454882.8410000001,2023-12-18 16:47:17,1,31,2,4420.000000000001,2,13349.999999999998,5.0,17595863.0198,2024-11-04 8:07:50,1,0,1
1420428.9725,2023-07-19 17:03:58,1,30,2,2560.0,0,35680.0,5.0,215181731.63199997,2024-11-04 8:08:27,0,1,1
870275.4890000001,2023-04-19 16:36:03,1,0,0,3614.0,0,23790.0,5.0,179209774.31199998,2024-11-04 8:12:06,0,0,2
576557.1195,2023-11-13 16:11:52,1,17,1,4544.000000000001,2,29010.000000000004,5.0,117312717.26359999,2024-11-04 8:08:00,1,0,0
387013.11650000006,2023-01-03 16:46:36,1,19,0,3676.0,0,86720.0,5.0,109024587.8748,2024-11-04 8:10:16,1,0,0
766024.3685,2023-01-30 16:15:49,1,32,0,3676.0,1,31620.0,5.0,47760238.5786,2024-11-04 8:08:21,1,0,1
1209566.546,2023-03-02 16:11:53,1,23,0,3862.0,2,15090.000000000002,5.0,20286767.751,2024-11-04 8:12:15,1,0,1
414279.97500000003,2023-01-04 16:02:09,1,20,0,2374.0,0,68160.0,5.0,117128840.75719999,2024-11-04 8:10:23,2,0,0
937435.2390000001,2023-07-03 17:47:49,1,17,1,3242.0,1,38290.0,5.0,111376749.23619999,2024-11-04 8:07:26,0,0,0
39068.046,2023-07-24 17:02:18,1,40,1,3862.0,2,21760.0,5.0,41096797.9652,2024-11-04 8:11:15,1,0,3
218058.374,2023-10-24 17:09:41,1,11,2,2788.0635172687576,2,9290.0,5.0,99302787.05219997,2024-11-04 8:07:55,0,0,0
946204.3835,2023-07-31 16:25:26,1,7,1,3304.0,2,68450.0,5.0,110578760.90259998,2024-11-04 8:08:01,0,0,2
589873.9385,2023-06-12 17:32:52,1,20,0,1196.0,3,4070.0000000000005,5.0,15724815.43,2024-11-04 8:09:48,2,0,0
21453.003,2023-11-30 16:52:42,1,1,2,2684.0,0,46700.0,5.0,88619204.98859999,2024-11-04 8:10:20,0,0,2
602173.767,2023-11-15 18:57:38,1,40,1,3676.0,1,43800.0,5.0,108028887.66659999,2024-11-04 8:08:42,1,0,3
270519.733,2023-05-25 16:34:22,1,22,1,3738.0,1,29010.000000000004,5.0,120910508.06519999,2024-11-04 8:12:13,1,0,1
552705.814,2023-08-24 16:47:21,1,10,0,4234.000000000001,2,18280.0,5.0,26004940.304799996,2024-11-04 8:10:00,1,0,2
1536135.6275,2023-05-04 16:21:31,1,28,0,1940.0,1,31329.999999999993,5.0,143712682.53279996,2024-11-04 8:06:49,2,1,1
931678.689,2023-02-06 17:46:59,1,15,0,2870.0,1,41480.0,5.0,94787398.9274,2024-11-04 8:11:46,0,0,0
1000008.9375,2023-02-17 18:16:05,1,18,0,3366.0,0,62070.0,5.0,140473272.39779997,2024-11-04 8:07:31,0,0,0
585115.1905,2023-02-24 16:23:22,1,32,0,4048.0000000000005,0,45830.0,5.0,201300543.07279995,2024-11-04 8:08:15,1,0,1
1332065.9300000002,2023-12-07 16:20:08,1,25,0,3800.0,2,20890.0,5.0,20669397.503799997,2024-11-04 8:07:23,1,1,1
224237.071,2023-03-20 18:28:48,1,21,0,3428.0,1,49600.0,5.0,99771850.6644,2024-11-04 8:12:15,0,0,0
143683.748,2023-05-24 16:25:50,1,1,0,1568.0,3,58590.0,5.0,6258299.4658,2024-11-04 8:07:46,2,0,2
571158.3727445242,2023-05-22 16:17:19,1,30,1,4668.000000000001,2,28720.0,5.0,108950352.94219998,2024-11-04 8:09:48,1,0,1
693223.1995,2023-01-06 17:01:53,1,29,0,3924.0,0,52210.0,5.0,118204280.29179998,2024-11-04 8:10:07,1,0,1
252444.16600000003,2023-10-19 16:42:37,1,5,1,2746.0,0,12190.000000000002,5.0,87379228.70959999,2024-11-04 8:07:12,0,0,2
1051280.6095,2023-07-10 17:15:27,1,8,0,3986.0000000000005,2,38000.0,5.0,91577742.27239999,2024-11-04 8:10:31,1,0,2
877490.365,2023-06-26 18:25:21,1,41,2,1754.0,1,4360.0,5.0,123749138.8246,2024-11-04 8:07:53,2,0,3
971398.8840000001,2023-01-13 16:44:26,1,6,0,3614.0,1,18570.0,5.0,3423090.3565999996,2024-11-04 8:11:40,0,0,2
933693.4815,2023-12-19 16:55:17,1,16,1,3552.0,2,34520.0,5.0,37393679.844399996,2024-11-04 8:10:02,0,0,0
314077.628,2023-09-28 16:20:57,1,36,1,2560.0,0,84690.0,5.0,150107151.68699998,2024-11-04 8:11:01,0,0,3
1116099.3625,2023-01-09 16:54:58,1,4,0,1382.0,3,51050.0,5.0,7143763.0306,2024-11-04 8:09:39,2,0,2
99799.6485,2023-11-07 16:46:04,1,23,0,2994.0,0,24660.0,5.0,16675141.5812,2024-11-04 8:11:27,0,0,1
1209336.284,2023-11-29 18:10:30,1,4,0,1320.0,3,17990.0,5.0,5516545.2094,2024-11-04 8:11:52,2,0,2
1004978.7590000001,2023-11-02 16:36:37,1,28,0,2684.0,0,46120.0,5.0,200814519.97699997,2024-11-04 8:06:52,0,0,1
175536.65800000002,2023-01-23 16:50:31,1,13,0,3180.0,0,40900.0,5.0,222299954.18719995,2024-11-04 8:09:17,0,0,0
10074.2225,2023-11-13 18:26:24,1,38,0,2436.0,0,14220.0,5.0,210406595.62679997,2024-11-04 8:12:22,0,0,3
1413674.6205,2023-11-27 16:05:27,1,22,1,2994.0,1,2910.0000000000005,5.0,49287782.241799995,2024-11-04 8:10:54,0,1,1
339790.21800000005,2023-01-06 17:16:44,1,19,3,2188.0,0,24660.0,5.0,200466255.49359995,2024-11-04 8:12:21,2,0,0
1129320.2389999998,2023-02-06 17:57:28,1,32,1,2002.0,1,37710.0,5.0,10628788.142999997,2024-11-04 8:10:37,2,0,1
332920.73500000004,2023-10-23 17:16:20,1,26,0,1320.0,3,81790.0,5.0,19442661.5234,2024-11-04 8:11:52,2,0,1
78020.701,2024-01-01 16:08:49,1,21,1,3676.0,2,45250.0,5.0,17165478.931599997,2024-11-04 8:11:28,1,0,0
65375.4795,2023-11-06 17:22:58,1,30,1,1382.0,3,23500.0,5.0,129573084.99979998,2024-11-04 8:07:21,2,0,1
944189.5910000001,2023-10-19 16:14:15,1,14,2,1444.0,3,21470.0,5.0,12762856.496,2024-11-04 8:09:56,2,0,0
141131.6775,2023-01-09 16:09:48,1,1,0,3180.0,1,45830.0,5.0,41834386.7344,2024-11-04 8:11:21,0,0,2
1459343.2505,2023-09-04 18:13:25,1,31,2,3552.0,1,34230.0,5.0,91937015.54339999,2024-11-04 8:09:35,0,1,1
713217.6165,2023-12-22 16:27:49,1,37,1,4172.000000000001,2,41480.0,5.0,51835423.9668,2024-11-04 8:09:59,1,0,3
420151.6560000001,2023-08-30 16:11:47,1,39,0,1134.0,3,3780.0000000000005,5.0,11220287.3254,2024-11-04 8:10:35,3,0,3
436327.5615,2023-12-25 16:58:19,1,1,2,1134.0,3,18860.0,5.0,11173871.8966,2024-11-04 8:11:36,3,0,2
358057.67000000004,2023-07-04 16:27:23,1,43,2,3614.0,0,3780.0000000000005,5.0,22444936.422799997,2024-11-04 8:06:24,0,0,3
654615.9375,2023-02-13 17:18:15,1,38,2,1134.0,3,42930.0,5.0,7607619.783799998,2024-11-04 8:10:09,3,0,3
833894.093,2023-09-06 16:28:38,1,22,0,3676.0,0,62360.0,5.0,188165869.32679996,2024-11-04 8:08:15,1,0,1
144201.83750000002,2023-09-18 17:31:23,1,4,0,1444.0,3,44670.0,5.0,16259187.9308,2024-11-04 8:11:00,2,0,2
44709.465000000004,2023-08-14 18:13:38,1,20,0,3676.0,1,46700.0,5.0,99840134.90099998,2024-11-04 8:08:06,1,0,0
984005.7284999999,2023-07-19 16:57:01,1,34,1,4916.000000000001,2,8710.0,5.0,104053078.90159999,2024-11-04 8:11:58,1,0,3
936686.8875000001,2023-07-31 16:01:00,1,21,1,2684.0,1,48730.000000000015,5.0,105194868.69659999,2024-11-04 8:11:13,0,0,0
24599.917,2023-04-05 18:37:10,1,13,0,2746.0,1,45250.0,5.0,134563041.13059998,2024-11-04 8:08:25,0,0,0
1028331.1634999999,2023-07-07 16:38:12,1,19,2,2684.0,1,6390.0,5.0,143443413.5388,2024-11-04 8:10:49,0,0,0
188009.18300000002,2023-02-06 16:09:48,1,10,1,4482.000000000001,2,5230.0,5.0,110985490.97419997,2024-11-04 8:08:43,1,0,2
376248.3680000001,2023-08-25 16:52:28,1,37,2,3800.0,2,28430.0,5.0,62985540.596799985,2024-11-04 8:06:31,1,0,3
481977.0030000001,2023-06-01 16:51:11,1,38,0,2622.0,1,71350.0,5.0,123535062.53599997,2024-11-04 8:07:55,0,0,3
85427.46200000001,2023-03-28 18:30:25,1,12,2,1754.0,3,59460.0,5.0,4675563.0972,2024-11-04 8:10:28,2,0,0
343224.95950000006,2023-05-23 16:03:54,1,3,2,2188.0,0,52210.0,5.0,77972517.24019998,2024-11-04 8:10:16,2,0,2
741981.178,2023-10-31 16:48:01,1,27,1,2870.0,0,37130.0,5.0,102100060.47439998,2024-11-04 8:06:28,0,0,1
320716.849,2023-04-24 18:33:29,1,10,2,4730.000000000001,2,5810.0,5.0,57688082.25019999,2024-11-04 8:06:26,1,0,2
662425.657,2023-09-05 16:55:47,1,14,1,4296.000000000001,2,73380.0,5.0,60200019.7992,2024-11-04 8:07:36,1,0,0
143626.1825,2023-12-25 17:19:08,1,33,0,4482.000000000001,2,33940.0,5.0,35849027.930199996,2024-11-04 8:11:49,1,0,3
1288949.3705,2023-10-16 16:15:54,1,42,1,3614.0,1,15669.999999999998,5.0,77535884.92119999,2024-11-04 8:12:04,0,1,3
489383.76399999997,2023-11-23 16:15:59,1,39,0,2808.0,1,44089.99999999999,5.0,92501587.82639998,2024-11-04 8:11:38,0,0,3
87826.02450000001,2023-02-09 17:50:23,1,30,2,1568.0,3,31620.0,5.0,88935038.17879999,2024-11-04 8:08:01,2,0,1
22872.952,2023-10-09 17:48:55,1,36,3,3304.0,0,15090.000000000002,5.0,217377538.45599997,2024-11-04 8:11:22,0,0,3
90992.12700000001,2023-12-19 16:46:08,1,36,0,3986.0000000000005,0,8130.0,5.0,122785572.37479998,2024-11-04 8:08:56,1,0,3
69059.67150000001,2023-01-19 16:14:12,1,24,1,3924.0,2,37420.0,5.0,66793539.734599985,2024-11-04 8:09:17,1,0,1
93486.632,2023-09-29 18:54:28,1,41,1,1320.0,3,4940.0,5.0,12140711.229199998,2024-11-04 8:07:27,2,0,3
83393.481,2023-07-21 17:02:42,1,4,0,1568.0,3,23210.0,5.0,8599749.574399998,2024-11-04 8:10:45,2,0,2
851566.7015000001,2023-10-09 18:28:04,1,19,0,3304.0,2,25240.0,5.0,46621572.899,2024-11-04 8:11:16,0,0,0
700649.149,2023-12-01 18:46:28,1,9,2,4234.000000000001,2,16540.0,5.0,87684945.71659999,2024-11-04 8:07:25,1,0,2
1453356.4385,2023-05-05 16:31:53,1,20,0,1382.0,3,10740.0,5.0,141811435.16079998,2024-11-04 8:09:03,2,1,0
39413.439,2023-08-21 18:09:24,1,13,1,3180.0,1,20890.0,5.0,79248941.53219998,2024-11-04 8:07:28,0,0,0
912144.7960000001,2023-10-02 16:03:09,1,31,0,2126.0,1,30460.0,5.0,29762507.293999996,2024-11-04 8:06:59,2,0,1
66661.10900000001,2023-06-26 16:40:21,1,37,0,3490.0,2,6970.0,5.0,101572084.97179998,2024-11-04 8:11:03,0,0,3
1323124.089,2023-03-06 16:46:57,1,28,1,1692.0,3,26980.0,5.0,24305123.992399998,2024-11-04 8:08:53,2,1,1
405223.003,2023-10-16 16:09:47,1,42,0,4544.000000000001,2,26110.0,5.0,60536085.35579999,2024-11-04 8:11:50,1,0,3
117875.2155,2023-06-29 16:16:37,1,31,2,1506.0,3,49310.0,5.0,28009581.019799996,2024-11-04 8:08:18,2,0,1
321292.504,2023-09-25 16:11:18,1,23,1,2312.0,0,23790.0,5.0,186356708.97539997,2024-11-04 8:10:49,2,0,1
693587.781,2023-04-07 17:23:05,1,26,2,1320.0,3,24080.0,5.0,70483715.09159999,2024-11-04 8:10:42,2,0,1
